id,x,y,z
637.0,-26.88264,-42.32439,-22.83106
638.0,-27.14011,-42.2271,-21.89368
639.0,-27.4277,-43.09607,-21.61217
640.0,-27.46989,-42.79198,-20.6126
641.0,-26.65647,-43.12102,-21.00175
642.0,-27.16154,-43.69751,-20.40211
643.0,-27.5358,-42.89028,-20.00176
644.0,-28.12341,-42.45195,-20.59765
645.0,-29.05695,-42.63564,-20.80099
646.0,-29.49794,-43.07407,-21.61143
647.0,-28.83441,-42.66659,-21.08839
648.0,-29.26745,-42.52999,-22.00993
649.0,-28.97229,-42.71122,-21.14784
650.0,-29.7139,-43.16657,-21.55192
651.0,-28.73371,-43.20981,-20.98541
652.0,-28.33244,-42.46592,-21.5799
653.0,-29.13862,-43.09445,-21.31811
654.0,-29.6125,-42.86022,-22.22541
655.0,-28.89151,-43.39315,-22.25362
656.0,-28.76858,-43.4049,-21.27945
657.0,-28.61289,-42.99246,-22.20855
658.0,-29.56528,-43.06358,-21.57756
659.0,-28.96892,-42.94929,-22.30096
660.0,-29.15523,-43.59185,-21.52534
661.0,-29.24968,-42.58646,-21.58585
662.0,-28.13655,-42.79208,-21.30644
663.0,-29.01417,-42.15437,-21.23189
664.0,-28.20223,-42.24002,-20.66029
665.0,-27.41598,-42.68075,-19.96275
666.0,-27.05425,-42.99482,-20.86857
667.0,-27.71117,-43.26094,-20.11068
668.0,-28.34161,-43.50997,-20.90936
669.0,-28.09251,-42.99505,-21.6616
670.0,-27.22313,-42.69993,-21.68426
671.0,-26.87524,-41.78357,-21.25608
672.0,-27.55374,-42.25637,-20.8782
673.0,-26.6364,-42.60601,-21.07105
674.0,-27.4767,-42.86774,-21.55147
675.0,-28.12149,-43.49666,-21.8904
676.0,-28.93547,-43.32665,-21.35317
677.0,-29.43427,-43.26096,-22.19771
678.0,-28.81957,-42.43428,-22.10622
679.0,-29.56352,-43.21402,-22.14739
680.0,-28.68618,-43.17755,-22.62152
681.0,-28.80819,-42.25781,-23.14287
682.0,-28.5314,-41.50351,-22.60918
683.0,-27.67067,-41.43921,-22.15806
684.0,-27.29331,-41.78801,-23.02249
685.0,-28.16332,-42.27983,-22.97883
686.0,-27.39093,-42.91981,-22.97683
687.0,-27.67017,-42.0076,-23.37345
688.0,-27.86902,-42.87903,-23.34955
689.0,-27.79455,-41.86711,-23.38347
690.0,-27.47091,-41.7295,-22.42283
691.0,-28.18778,-42.06852,-21.77642
692.0,-27.49717,-42.75736,-22.16205
693.0,-27.28862,-42.05376,-21.42566
694.0,-26.90904,-42.30765,-22.28389
695.0,-27.23977,-43.13855,-22.65277
696.0,-27.30754,-42.75368,-21.76356
697.0,-27.67517,-43.5779,-22.19795
698.0,-27.20849,-43.12954,-21.37028
699.0,-27.12603,-43.64874,-22.16779
700.0,-26.89273,-42.92269,-22.83925
701.0,-27.43907,-43.64771,-22.53126
702.0,-27.55839,-43.04652,-23.24865
703.0,-27.01996,-42.17596,-23.11073
704.0,-27.6474,-42.69319,-23.78031
705.0,-28.25673,-41.94279,-23.89946
706.0,-29.28366,-42.35991,-23.84633
707.0,-28.29297,-42.54151,-24.22902
708.0,-28.80322,-43.14497,-23.66056
709.0,-28.25694,-42.55239,-24.14792
710.0,-28.98617,-41.93738,-23.88695
711.0,-29.65152,-41.94089,-23.01533
712.0,-28.99997,-41.89999,-23.79335
713.0,-28.60865,-40.95577,-23.78688
714.0,-29.01095,-41.67183,-23.36469
715.0,-28.24517,-41.81733,-23.84875
716.0,-29.16188,-42.33483,-23.8955
717.0,-28.59579,-41.40884,-23.63178
718.0,-29.33324,-42.15561,-23.56344
719.0,-29.57275,-42.39496,-22.5866
720.0,-29.40104,-43.41554,-22.93658
721.0,-30.03445,-42.54354,-23.05549
722.0,-29.19366,-42.77358,-23.46997
723.0,-29.95033,-42.68931,-22.88074
724.0,-29.02803,-43.1283,-23.21698
725.0,-29.63006,-42.49263,-23.00422
726.0,-29.00543,-42.71602,-23.93388
727.0,-28.51634,-43.40318,-23.45158
728.0,-29.43649,-43.13002,-23.19804
729.0,-28.45265,-43.20855,-23.42379
730.0,-27.53144,-42.64538,-23.22157
731.0,-27.34982,-42.8672,-22.29773
732.0,-27.4466,-42.98268,-23.24152
733.0,-28.1621,-43.61355,-23.27534
734.0,-28.47769,-43.09239,-22.47943
735.0,-27.72959,-43.47023,-23.09065
736.0,-28.10476,-42.86816,-23.76888
737.0,-28.94993,-43.18685,-23.19391
738.0,-28.32991,-43.9762,-23.30846
739.0,-28.53283,-43.70929,-22.3886
740.0,-28.05351,-43.92658,-21.55953
741.0,-27.11151,-43.73612,-21.94213
742.0,-27.72963,-44.43159,-21.54009
743.0,-28.76837,-44.31381,-21.67313
744.0,-29.72631,-44.18955,-21.64939
745.0,-28.78621,-44.26015,-21.23489
746.0,-27.96124,-44.75045,-21.36093
747.0,-27.53287,-44.18911,-22.09694
748.0,-28.31606,-44.15115,-22.79736
749.0,-29.17607,-43.91378,-22.20124
750.0,-28.63522,-43.88546,-23.01726
751.0,-28.09099,-44.68668,-23.13002
752.0,-27.42445,-44.1185,-22.72147
753.0,-28.29402,-43.90229,-23.06798
754.0,-27.37683,-43.82319,-23.19415
755.0,-27.13058,-44.05509,-22.29789
756.0,-27.52968,-44.75819,-21.72925
757.0,-27.03455,-44.31305,-20.99021
758.0,-27.9272,-43.91053,-21.10445
759.0,-28.21542,-44.88108,-21.04411
760.0,-28.44146,-44.7007,-20.00283
761.0,-29.15501,-44.06876,-20.12349
762.0,-29.34387,-44.87653,-20.67492
763.0,-28.43826,-44.99668,-20.34536
764.0,-28.57764,-44.25335,-19.65149
765.0,-28.00105,-44.31886,-20.44576
766.0,-28.23621,-44.46322,-21.37796
767.0,-29.16334,-44.66119,-21.59631
768.0,-28.78106,-44.43672,-22.48343
769.0,-29.60807,-44.33329,-22.09855
770.0,-29.27842,-44.03788,-22.99234
771.0,-30.14842,-43.874,-22.5297
