Chrom,Start,End,ATAC,H3K27ac,H3K9me3
chr6,103600000,103800000,0.103767,0.161245,0.295487
chr6,103800000,104000000,0.116196,0.161245,0.295487
chr6,104000000,104200000,0.165349,0.159857,0.266284
chr6,104200000,104400000,0.211489,0.173872,0.258599
chr6,104400000,104600000,0.211489,0.173872,0.258599
chr6,104600000,104800000,0.185123,0.222162,0.248865
chr6,104800000,105000000,0.231263,0.348854,0.248865
chr6,105000000,105200000,0.231263,0.348854,0.235544
chr6,105200000,105400000,0.24953,0.609593,0.353893
chr6,105400000,105600000,0.24953,0.677727,0.385401
chr6,105600000,105800000,0.231263,0.677727,0.385401
chr6,105800000,106000000,0.266291,0.435999,0.312138
chr6,106000000,106200000,0.266291,0.432529,0.280757
chr6,106200000,106400000,0.243692,0.341361,0.280757
chr6,106400000,106600000,0.262337,0.753908,0.304196
chr6,106600000,106800000,0.262337,0.753908,0.304196
chr6,106800000,107000000,0.266668,0.429338,0.286137
chr6,107000000,107200000,0.266668,0.27295,0.249249
chr6,107200000,107400000,0.26196,0.27295,0.264107
chr6,107400000,107600000,0.278156,0.246862,0.264107
chr6,107600000,107800000,0.278156,0.255049,0.253732
chr6,107800000,108000000,0.314126,0.255049,0.253732
chr6,108000000,108200000,0.314126,0.292655,0.244126
chr6,108200000,108400000,0.353109,0.469163,0.246559
chr6,108400000,108600000,0.353109,0.469163,0.249249
chr6,108600000,108800000,0.308664,0.320824,0.249249
chr6,108800000,109000000,0.282111,0.310555,0.262057
chr6,109000000,109200000,0.287572,0.310555,0.262057
chr6,109200000,109400000,0.376461,0.293626,0.260392
chr6,109400000,109600000,0.376461,0.277391,0.260392
chr6,109600000,109800000,0.203768,0.213836,0.252963
chr6,109800000,110000000,0.256122,0.240757,0.261673
chr6,110000000,110200000,0.256122,0.240757,0.267052
chr6,110200000,110400000,0.251979,0.225076,0.298945
chr6,110400000,110600000,0.251979,0.313608,0.298945
chr6,110600000,110800000,0.375143,0.481513,0.256037
chr6,110800000,111000000,0.375143,0.481513,0.247584
chr6,111000000,111200000,0.254804,0.340112,0.250146
chr6,111200000,111400000,0.357629,0.455842,0.258599
chr6,111400000,111600000,0.357629,0.455842,0.258599
chr6,111600000,111800000,0.318081,0.343026,0.244638
chr6,111800000,112000000,0.29567,0.240063,0.244638
chr6,112000000,112200000,0.29567,0.333868,0.26052
chr6,112200000,112400000,0.242751,0.333868,0.287418
chr6,112400000,112600000,0.144257,0.197878,0.287418
chr6,112600000,112800000,0.138419,0.197878,0.286905
chr6,112800000,113000000,0.129756,0.244087,0.296768
chr6,113000000,113200000,0.173447,0.28419,0.296768
chr6,113200000,113400000,0.188702,0.326236,0.280885
chr6,113400000,113600000,0.214502,0.356209,0.274994
chr6,113600000,113800000,0.381546,0.400058,0.264747
chr6,113800000,114000000,0.381546,0.400058,0.264747
chr6,114000000,114200000,0.204897,0.163187,0.252195
chr6,114200000,114400000,0.198871,0.157498,0.252835
chr6,114400000,114600000,0.144069,0.155139,0.259239
chr6,114600000,114800000,0.117515,0.155139,0.267821
chr6,114800000,115000000,0.116761,0.152919,0.268205
chr6,115000000,115200000,0.105085,0.152919,0.268205
chr6,115200000,115400000,0.124483,0.158886,0.263722
chr6,115400000,115600000,0.167232,0.168599,0.263722
chr6,115600000,115800000,0.202261,0.191773,0.257062
chr6,115800000,116000000,0.32938,0.453067,0.273841
chr6,116000000,116200000,0.343881,0.453067,0.273841
chr6,116200000,116400000,0.343881,0.350103,0.247584
chr6,116400000,116600000,0.28776,0.27628,0.247584
chr6,116600000,116800000,0.28776,0.249638,0.268461
chr6,116800000,117000000,0.221282,0.180255,0.268461
chr6,117000000,117200000,0.259135,0.304588,0.307783
chr6,117200000,117400000,0.440115,1.08958,0.324946
chr6,117400000,117600000,0.440115,1.08958,0.324946
chr6,117600000,117800000,0.263467,0.247279,0.287802
chr6,117800000,118000000,0.213184,0.167766,0.267821
chr6,118000000,118200000,0.204332,0.170958,0.254628
chr6,118200000,118400000,0.204332,0.201486,0.288058
chr6,118400000,118600000,0.316762,0.27295,0.288058
chr6,118600000,118800000,0.33842,0.27295,0.241692
chr6,118800000,119000000,0.33842,0.262265,0.271535
chr6,119000000,119200000,0.238796,0.172484,0.271535
chr6,119200000,119400000,0.209606,0.171652,0.264235
chr6,119400000,119600000,0.14388,0.159302,0.271535
chr6,119600000,119800000,0.159699,0.165824,0.290876
chr6,119800000,120000000,0.159699,0.176647,0.303812
chr6,120000000,120200000,0.0983056,0.177341,0.312394
chr6,120200000,120400000,0.0888893,0.177341,0.312394
chr6,120400000,120600000,0.101884,0.151531,0.297152
chr6,120600000,120800000,0.144445,0.157359,0.267693
chr6,120800000,121000000,0.144445,0.184557,0.247712
chr6,121000000,121200000,0.178344,0.217305,0.244126
chr6,121200000,121400000,0.262713,0.447794,0.246303
chr6,121400000,121600000,0.262713,0.447794,0.280117
chr6,121600000,121800000,0.182298,0.348022,0.286649
chr6,121800000,122000000,0.179474,0.248389,0.286649
chr6,122000000,122200000,0.199248,0.200099,0.262057
chr6,122200000,122400000,0.230886,0.225076,0.26654
chr6,122400000,122600000,0.230886,0.225076,0.26654
chr6,122600000,122800000,0.246894,0.221468,0.237209
chr6,122800000,123000000,0.246894,0.313331,0.293181
chr6,123000000,123200000,0.201884,0.313331,0.293181
chr6,123200000,123400000,0.154238,0.195103,0.270639
chr6,123400000,123600000,0.158193,0.195103,0.267052
chr6,123600000,123800000,0.18663,0.168183,0.267052
chr6,123800000,124000000,0.18663,0.168183,0.245663
chr6,124000000,124200000,0.161018,0.162077,0.260264
chr6,124200000,124400000,0.200001,0.172762,0.260264
chr6,124400000,124600000,0.200001,0.176647,0.262441
chr6,124600000,124800000,0.273071,0.364951,0.263082
chr6,124800000,125000000,0.299248,0.538129,0.278196
chr6,125000000,125200000,0.299248,0.538129,0.278196
chr6,125200000,125400000,0.280416,0.399087,0.282294
chr6,125400000,125600000,0.39906,0.319853,0.282294
chr6,125600000,125800000,0.431264,0.84133,0.272176
chr6,125800000,126000000,0.431264,0.84133,0.278836
chr6,126000000,126200000,0.214125,0.332896,0.283319
chr6,126200000,126400000,0.170434,0.218416,0.283319
chr6,126400000,126600000,0.140302,0.193993,0.284856
chr6,126600000,126800000,0.163278,0.21231,0.284856
chr6,126800000,127000000,0.163278,0.237843,0.283959
chr6,127000000,127200000,0.294917,0.550479,0.283959
chr6,127200000,127400000,0.276838,0.301952,0.273969
chr6,127400000,127600000,0.269305,0.26171,0.255781
chr6,127600000,127800000,0.184747,0.200237,0.285881
chr6,127800000,128000000,0.184747,0.242699,0.285881
chr6,128000000,128200000,0.160641,0.254911,0.268205
chr6,128200000,128400000,0.349343,0.481236,0.274866
chr6,128400000,128600000,0.349343,0.481236,0.280501
chr6,128600000,128800000,0.160264,0.205927,0.280501
chr6,128800000,129000000,0.165349,0.176509,0.259624
chr6,129000000,129200000,0.197176,0.185251,0.24848
chr6,129200000,129400000,0.219587,0.257686,0.252707
chr6,129400000,129600000,0.306593,0.513845,0.257702
chr6,129600000,129800000,0.306593,0.513845,0.257702
chr6,129800000,130000000,0.243316,0.209118,0.249249
chr6,130000000,130200000,0.243316,0.209118,0.268205
chr6,130200000,130400000,0.21582,0.16513,0.268205
chr6,130400000,130600000,0.200943,0.170819,0.271535
chr6,130600000,130800000,0.21243,0.272673,0.271535
chr6,130800000,131000000,0.286819,0.347883,0.295487
chr6,131000000,131200000,0.286819,0.347883,0.295487
chr6,131200000,131400000,0.206781,0.200099,0.266284
chr6,131400000,131600000,0.251225,0.20218,0.266284
chr6,131600000,131800000,0.313184,0.337476,0.274097
chr6,131800000,132000000,0.313184,0.337476,0.310473
chr6,132000000,132200000,0.179285,0.303201,0.310473
chr6,132200000,132400000,0.262525,0.242422,0.295999
chr6,132400000,132600000,0.262525,0.242422,0.289851
chr6,132600000,132800000,0.261207,0.267399,0.265259
chr6,132800000,133000000,0.261207,0.267399,0.260904
chr6,133000000,133200000,0.267798,0.460282,0.2732
chr6,133200000,133400000,0.267798,0.536742,0.32136
chr6,133400000,133600000,0.232393,0.621388,0.398593
chr6,133600000,133800000,0.209041,0.621388,0.398593
chr6,133800000,134000000,0.289455,0.338169,0.26052
chr6,134000000,134200000,0.289455,0.390067,0.26052
chr6,134200000,134400000,0.273636,0.77958,0.310473
chr6,134400000,134600000,0.273636,0.77958,0.310473
chr6,134600000,134800000,0.235971,0.677171,0.304068
chr6,134800000,135000000,0.246329,0.526751,0.27192
chr6,135000000,135200000,0.246329,0.260878,0.267821
chr6,135200000,135400000,0.192656,0.309168,0.308295
chr6,135400000,135600000,0.192656,0.309168,0.328276
chr6,135600000,135800000,0.240491,0.519674,0.328276
chr6,135800000,136000000,0.240491,0.519674,0.301635
chr6,136000000,136200000,0.40358,0.370502,0.267693
chr6,136200000,136400000,0.415256,0.905439,0.264875
chr6,136400000,136600000,0.415256,0.905439,0.264107
chr6,136600000,136800000,0.289644,0.28308,0.254628
chr6,136800000,137000000,0.232581,0.383962,0.35876
chr6,137000000,137200000,0.265726,0.693407,0.35876
chr6,137200000,137400000,0.265726,0.693407,0.313803
chr6,137400000,137600000,0.219963,0.456397,0.302531
chr6,137600000,137800000,0.261772,0.456397,0.296896
chr6,137800000,138000000,0.261772,0.375636,0.287546
chr6,138000000,138200000,0.213937,0.240618,0.22248
chr6,138200000,138400000,0.308853,0.344275,0.228243
chr6,138400000,138600000,0.308853,0.344275,0.228243
chr6,138600000,138800000,0.253674,0.253384,0.241436
chr6,138800000,139000000,0.264408,0.247695,0.241436
chr6,139000000,139200000,0.277968,0.266428,0.25322
chr6,139200000,139400000,0.277968,0.38077,0.25322
chr6,139400000,139600000,0.229191,0.411992,0.302531
chr6,139600000,139800000,0.196988,0.411992,0.302531
chr6,139800000,140000000,0.170434,0.358707,0.343774
chr6,140000000,140200000,0.14953,0.358707,0.343774
chr6,140200000,140400000,0.127684,0.407552,0.379765
chr6,140400000,140600000,0.127684,0.407552,0.379765
chr6,140600000,140800000,0.14501,0.397422,0.335961
chr6,140800000,141000000,0.14501,0.397422,0.329813
chr6,141000000,141200000,0.146517,0.302784,0.301507
chr6,141200000,141400000,0.148777,0.302784,0.324049
chr6,141400000,141600000,0.148965,0.287798,0.324049
chr6,141600000,141800000,0.148965,0.193577,0.279605
chr6,141800000,142000000,0.207346,0.284745,0.284344
chr6,142000000,142200000,0.401509,1.18852,0.319438
chr6,142200000,142400000,0.401509,1.18852,0.323281
chr6,142400000,142600000,0.326932,0.254633,0.323281
chr6,142600000,142800000,0.439927,0.443076,0.286265
chr6,142800000,143000000,0.439927,0.443076,0.280117
chr6,143000000,143200000,0.183428,0.211755,0.267565
chr6,143200000,143400000,0.365162,0.317355,0.267565
chr6,143400000,143600000,0.365162,0.317355,0.26923
chr6,143600000,143800000,0.2226,0.314579,0.304068
chr6,143800000,144000000,0.318646,0.247279,0.304068
chr6,144000000,144200000,0.426933,0.490256,0.293566
chr6,144200000,144400000,0.426933,0.490256,0.293566
chr6,144400000,144600000,0.187948,0.239647,0.274097
chr6,144600000,144800000,0.205651,0.238953,0.274097
chr6,144800000,145000000,0.211112,0.234373,0.2732
chr6,145000000,145200000,0.211489,0.204123,0.272432
chr6,145200000,145400000,0.211489,0.197046,0.286009
chr6,145400000,145600000,0.251414,0.253801,0.286009
chr6,145600000,145800000,0.308853,0.296124,0.276915
chr6,145800000,146000000,0.308853,0.296124,0.268718
chr6,146000000,146200000,0.198871,0.193438,0.263978
chr6,146200000,146400000,0.265538,0.202735,0.263978
chr6,146400000,146600000,0.265538,0.202735,0.280885
chr6,146600000,146800000,0.306593,0.571433,0.314059
chr6,146800000,147000000,0.306593,0.571433,0.314059
chr6,147000000,147200000,0.325049,0.541321,0.309832
chr6,147200000,147400000,0.325049,0.374942,0.299201
chr6,147400000,147600000,0.298683,0.207176,0.280757
chr6,147600000,147800000,0.187572,0.183586,0.261673
chr6,147800000,148000000,0.225425,0.221885,0.269998
chr6,148000000,148200000,0.287384,0.246724,0.269998
chr6,148200000,148400000,0.311301,0.247972,0.225682
chr6,148400000,148600000,0.311301,0.247972,0.308679
chr6,148600000,148800000,0.235406,0.210784,0.308679
chr6,148800000,149000000,0.318081,0.579204,0.306886
chr6,149000000,149200000,0.318081,0.579204,0.306886
chr6,149200000,149400000,0.371377,0.400197,0.291388
chr6,149400000,149600000,0.371377,0.317494,0.215819
chr6,149600000,149800000,0.581359,0.56949,0.230933
chr6,149800000,150000000,0.581359,0.56949,0.243485
chr6,150000000,150200000,0.445953,0.263792,0.270895
chr6,150200000,150400000,0.280039,0.263792,0.274225
chr6,150400000,150600000,0.269493,0.194271,0.274225
chr6,150600000,150800000,0.372883,0.427811,0.247968
chr6,150800000,151000000,0.395106,0.905439,0.268461
chr6,151000000,151200000,0.48908,0.905439,0.268461
chr6,151200000,151400000,0.48908,0.481513,0.270383
chr6,151400000,151600000,0.291339,0.246862,0.285112
chr6,151600000,151800000,0.22486,0.192605,0.285112
chr6,151800000,152000000,0.214314,0.202874,0.278708
chr6,152000000,152200000,0.326367,0.289324,0.253476
chr6,152200000,152400000,0.326367,0.289324,0.272688
chr6,152400000,152600000,0.262713,0.262126,0.272688
chr6,152600000,152800000,0.320341,0.243948,0.282935
chr6,152800000,153000000,0.350284,0.452373,0.282935
chr6,153000000,153200000,0.350284,0.452373,0.275378
chr6,153200000,153400000,0.174012,0.202041,0.25322
chr6,153400000,153600000,0.151978,0.173872,0.25117
chr6,153600000,153800000,0.125424,0.153196,0.278452
chr6,153800000,154000000,0.141997,0.157637,0.278452
chr6,154000000,154200000,0.22486,0.193577,0.274353
chr6,154200000,154400000,0.332958,0.300703,0.258471
chr6,154400000,154600000,0.332958,0.300703,0.252963
chr6,154600000,154800000,0.310736,0.267399,0.24182
chr6,154800000,155000000,0.255934,0.378966,0.230933
chr6,155000000,155200000,0.308476,0.378966,0.293053
chr6,155200000,155400000,0.308476,0.268093,0.341853
chr6,155400000,155600000,0.166479,0.253107,0.341853
chr6,155600000,155800000,0.139925,0.183863,0.328916
chr6,155800000,156000000,0.15857,0.173733,0.328916
chr6,156000000,156200000,0.163466,0.149866,0.312906
chr6,156200000,156400000,0.163466,0.149727,0.29126
chr6,156400000,156600000,0.316197,0.28641,0.292669
chr6,156600000,156800000,0.348589,0.403389,0.292669
chr6,156800000,157000000,0.377403,0.403389,0.240027
chr6,157000000,157200000,0.59021,0.360233,0.240027
chr6,157200000,157400000,0.59021,0.275448,0.228628
chr6,157400000,157600000,0.354992,0.231182,0.228628
chr6,157600000,157800000,0.354992,0.35607,0.267437
chr6,157800000,158000000,0.431829,0.469163,0.267437
chr6,158000000,158200000,0.431829,0.469163,0.232342
chr6,158200000,158400000,0.310548,0.300842,0.232342
chr6,158400000,158600000,0.535784,0.514817,0.225682
chr6,158600000,158800000,0.535784,0.600573,0.289467
chr6,158800000,159000000,0.48004,0.600573,0.289467
chr6,159000000,159200000,0.373637,0.202041,0.28857
chr6,159200000,159400000,0.239926,0.156388,0.280501
chr6,159400000,159600000,0.479663,0.424204,0.278964
chr6,159600000,159800000,0.479663,0.424204,0.278196
chr6,159800000,160000000,0.317139,0.335533,0.278196
chr6,160000000,160200000,0.41827,0.800672,0.314443
chr6,160200000,160400000,0.41827,0.800672,0.314443
chr6,160400000,160600000,0.287007,0.251442,0.282038
chr6,160600000,160800000,0.257817,0.212587,0.276531
chr6,160800000,161000000,0.257817,0.212587,0.276531
chr6,161000000,161200000,0.302826,0.226603,0.273072
chr6,161200000,161400000,0.302826,0.305143,0.296255
chr6,161400000,161600000,0.246517,0.305143,0.296255
chr6,161600000,161800000,0.207157,0.284745,0.255909
chr6,161800000,162000000,0.193033,0.34039,0.261161
chr6,162000000,162200000,0.193033,0.34039,0.271663
chr6,162200000,162400000,0.186065,0.201625,0.275506
chr6,162400000,162600000,0.206781,0.192467,0.275506
chr6,162600000,162800000,0.206781,0.192467,0.270895
chr6,162800000,163000000,0.230133,0.166379,0.270895
chr6,163000000,163200000,0.262713,0.192328,0.257831
chr6,163200000,163400000,0.361772,0.551728,0.29126
chr6,163400000,163600000,0.361772,0.551728,0.29126
chr6,163600000,163800000,0.284182,0.172346,0.265259
chr6,163800000,164000000,0.284182,0.172346,0.265259
chr6,164000000,164200000,0.22938,0.151115,0.276146
chr6,164200000,164400000,0.128814,0.142928,0.276146
chr6,164400000,164600000,0.110358,0.145425,0.27256
chr6,164600000,164800000,0.168927,0.15389,0.258983
chr6,164800000,165000000,0.174012,0.181504,0.28729
chr6,165000000,165200000,0.23051,0.185251,0.28729
chr6,165200000,165400000,0.23051,0.320685,0.276274
chr6,165400000,165600000,0.319399,0.320685,0.271663
chr6,165600000,165800000,0.44181,0.451401,0.288058
chr6,165800000,166000000,0.44181,0.451401,0.369775
chr6,166000000,166200000,0.406782,0.413796,0.369775
chr6,166200000,166400000,0.385313,0.219942,0.24848
chr6,166400000,166600000,0.394164,0.162771,0.235672
chr6,166600000,166800000,0.394164,0.188304,0.24515
chr6,166800000,167000000,0.300002,0.188304,0.24515
chr6,167000000,167200000,0.315821,0.159024,0.219662
chr6,167200000,167400000,0.315821,0.166934,0.216332
chr6,167400000,167600000,0.261395,0.166934,0.216332
chr6,167600000,167800000,0.279474,0.269758,0.220815
chr6,167800000,168000000,0.338608,0.269758,0.220815
chr6,168000000,168200000,0.351979,0.270452,0.214795
chr6,168200000,168400000,0.351979,0.270452,0.246431
chr6,168400000,168600000,0.265726,0.138071,0.265772
chr6,168600000,168800000,0.243127,0.178729,0.265772
chr6,168800000,169000000,0.245576,0.270314,0.289339
chr6,169000000,169200000,0.261583,0.338725,0.29459
chr6,169200000,169400000,0.261583,0.338725,0.313546
chr6,169400000,169600000,0.387761,0.342471,0.313546
chr6,169600000,169800000,0.387761,0.342471,0.245791
chr6,169800000,170000000,0.382488,0.177619,0.256678
chr6,170000000,170200000,0.356122,0.205649,0.256678
chr6,170200000,170400000,0.366857,0.238814,0.226963
chr6,170400000,170600000,0.366857,0.238814,0.226963
chr6,170600000,170800000,0.0265538,0.0108236,0.0204932
chr6,170800000,170805979,0.0,0.0,0.0
